// NAME,
,
// 5.ANNOUNCER,
speech_trigger_811,Destroy Brood Nest
,
// 5.ANNOUNCER,
speech_trigger_812,Destroy Brood Nest
,
// 5.ANNOUNCER,
speech_trigger_813,Destroy Brood Nest
,
,
,
timer_trigger_545_descr,DRONE WAVE ARRIVAL
,
// 5.ANNOUNCER,
speech_trigger_569,Prevent escape
,
// 5.ANNOUNCER,
speech_trigger_824,Prepare defenses
,
,
// 5.ANNOUNCER,
speech_trigger_580,Block the metro exit
,
timer_trigger_579_descr,DRONE WAVE ARRIVAL
,
,
,
